ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best_of,player1,player2,Rank_1,Rank_2,Odds_1,Odds_2,player1_won
25,Madrid,Mutua Madrid Open,2025-04-23,Masters 1000,Outdoor,Clay,1st Round,3.0,Safiullin R.,Rinderknech A.,73.0,76.0,1.54,2.51,0
25,Madrid,Mutua Madrid Open,2025-04-23,Masters 1000,Outdoor,Clay,1st Round,3.0,Munar J.,Bautista Agut R.,53.0,55.0,1.5,2.63,0
25,Madrid,Mutua Madrid Open,2025-04-24,Masters 1000,Outdoor,Clay,1st Round,3.0,Bu Y.,Fearnley J.,72.0,68.0,2.01,1.81,0
25,Madrid,Mutua Madrid Open,2025-04-24,Masters 1000,Outdoor,Clay,1st Round,3.0,Opelka R.,Hijikata R.,103.0,84.0,1.44,2.81,1
25,Madrid,Mutua Madrid Open,2025-04-24,Masters 1000,Outdoor,Clay,1st Round,3.0,Kopriva V.,Griekspoor T.,95.0,34.0,3.62,1.3,0
25,Madrid,Mutua Madrid Open,2025-04-24,Masters 1000,Outdoor,Clay,1st Round,3.0,Giron M.,Tien L.,45.0,69.0,1.76,2.08,1
25,Madrid,Mutua Madrid Open,2025-04-24,Masters 1000,Outdoor,Clay,1st Round,3.0,Fonseca J.,Moller E.,65.0,114.0,1.31,3.5,1
25,Madrid,Mutua Madrid Open,2025-04-24,Masters 1000,Outdoor,Clay,1st Round,3.0,Arnaldi M.,Coric B.,44.0,104.0,1.74,2.1,1
25,Madrid,Mutua Madrid Open,2025-04-24,Masters 1000,Outdoor,Clay,1st Round,3.0,Altmaier D.,Jarry N.,67.0,57.0,1.67,2.22,0
25,Madrid,Mutua Madrid Open,2025-04-24,Masters 1000,Outdoor,Clay,1st Round,3.0,Darderi L.,Halys Q.,46.0,52.0,1.39,3.04,1
25,Madrid,Mutua Madrid Open,2025-04-24,Masters 1000,Outdoor,Clay,1st Round,3.0,Sonego L.,Kecmanovic M.,43.0,47.0,2.37,1.59,1
25,Madrid,Mutua Madrid Open,2025-04-24,Masters 1000,Outdoor,Clay,1st Round,3.0,Bergs Z.,Diallo G.,50.0,78.0,1.56,2.47,0
25,Madrid,Mutua Madrid Open,2025-04-24,Masters 1000,Outdoor,Clay,1st Round,3.0,Etcheverry T.,Medjedovic H.,51.0,61.0,2.26,1.65,1
25,Madrid,Mutua Madrid Open,2025-04-24,Masters 1000,Outdoor,Clay,1st Round,3.0,Dzumhur D.,Bellucci M.,63.0,66.0,1.86,1.95,1
25,Madrid,Mutua Madrid Open,2025-04-24,Masters 1000,Outdoor,Clay,1st Round,3.0,Nishikori K.,Vukic A.,64.0,83.0,1.38,3.07,1
25,Madrid,Mutua Madrid Open,2025-04-24,Masters 1000,Outdoor,Clay,1st Round,3.0,Landaluce M.,Norrie C.,148.0,91.0,3.57,1.3,0
25,Madrid,Mutua Madrid Open,2025-04-25,Masters 1000,Outdoor,Clay,2nd Round,3.0,Borges N.,Davidovich Fokina A.,41.0,29.0,3.01,1.4,0
25,Madrid,Mutua Madrid Open,2025-04-25,Masters 1000,Outdoor,Clay,2nd Round,3.0,Navone M.,Shelton B.,85.0,13.0,2.03,1.79,0
25,Madrid,Mutua Madrid Open,2025-04-25,Masters 1000,Outdoor,Clay,2nd Round,3.0,Nakashima B.,Ofner S.,32.0,153.0,1.64,2.29,1
25,Madrid,Mutua Madrid Open,2025-04-25,Masters 1000,Outdoor,Clay,2nd Round,3.0,Fritz T.,O Connell C.,4.0,87.0,1.26,3.85,1
25,Madrid,Mutua Madrid Open,2025-04-25,Masters 1000,Outdoor,Clay,2nd Round,3.0,Quinn E.,Mensik J.,119.0,23.0,3.17,1.36,0
25,Madrid,Mutua Madrid Open,2025-04-25,Masters 1000,Outdoor,Clay,2nd Round,3.0,Zverev A.,Bautista Agut R.,2.0,55.0,1.09,7.92,1
25,Madrid,Mutua Madrid Open,2025-04-25,Masters 1000,Outdoor,Clay,2nd Round,3.0,Bublik A.,Popyrin A.,75.0,26.0,2.38,1.59,1
25,Madrid,Mutua Madrid Open,2025-04-25,Masters 1000,Outdoor,Clay,2nd Round,3.0,Korda S.,Cina F.,24.0,373.0,1.15,5.55,1
25,Madrid,Mutua Madrid Open,2025-04-25,Masters 1000,Outdoor,Clay,2nd Round,3.0,Cerundolo F.,Mayot H.,21.0,160.0,1.1,7.05,1
25,Madrid,Mutua Madrid Open,2025-04-25,Masters 1000,Outdoor,Clay,2nd Round,3.0,Bonzi B.,Hurkacz H.,62.0,28.0,2.73,1.46,1
25,Madrid,Mutua Madrid Open,2025-04-25,Masters 1000,Outdoor,Clay,2nd Round,3.0,Ruud C.,Rinderknech A.,15.0,76.0,1.12,6.45,1
25,Madrid,Mutua Madrid Open,2025-04-25,Masters 1000,Outdoor,Clay,2nd Round,3.0,Fils A.,Comesana F.,14.0,70.0,1.19,4.76,0
25,Madrid,Mutua Madrid Open,2025-04-25,Masters 1000,Outdoor,Clay,2nd Round,3.0,Cerundolo J.M.,Auger-Aliassime F.,126.0,19.0,3.69,1.29,1
25,Madrid,Mutua Madrid Open,2025-04-26,Masters 1000,Outdoor,Clay,2nd Round,3.0,Paul T.,Fonseca J.,12.0,65.0,2.51,1.54,1
25,Madrid,Mutua Madrid Open,2025-04-26,Masters 1000,Outdoor,Clay,2nd Round,3.0,Opelka R.,Khachanov K.,103.0,25.0,3.37,1.32,0
25,Madrid,Mutua Madrid Open,2025-04-26,Masters 1000,Outdoor,Clay,2nd Round,3.0,Griekspoor T.,Draper J.,34.0,6.0,2.33,1.61,0
25,Madrid,Mutua Madrid Open,2025-04-26,Masters 1000,Outdoor,Clay,2nd Round,3.0,Muller A.,Humbert U.,39.0,22.0,1.98,1.84,1
25,Madrid,Mutua Madrid Open,2025-04-26,Masters 1000,Outdoor,Clay,2nd Round,3.0,Machac T.,Fearnley J.,20.0,68.0,1.43,2.84,0
25,Madrid,Mutua Madrid Open,2025-04-26,Masters 1000,Outdoor,Clay,2nd Round,3.0,Giron M.,Berrettini M.,45.0,31.0,4.64,1.2,0
25,Madrid,Mutua Madrid Open,2025-04-26,Masters 1000,Outdoor,Clay,2nd Round,3.0,Tsitsipas S.,Struff J.L.,18.0,79.0,1.26,3.89,1
25,Madrid,Mutua Madrid Open,2025-04-26,Masters 1000,Outdoor,Clay,2nd Round,3.0,Diallo G.,Majchrzak K.,78.0,90.0,2.0,1.83,1
25,Madrid,Mutua Madrid Open,2025-04-26,Masters 1000,Outdoor,Clay,2nd Round,3.0,De Minaur A.,Sonego L.,7.0,43.0,1.18,4.98,1
25,Madrid,Mutua Madrid Open,2025-04-26,Masters 1000,Outdoor,Clay,2nd Round,3.0,Norrie C.,Lehecka J.,91.0,27.0,3.06,1.39,1
25,Madrid,Mutua Madrid Open,2025-04-26,Masters 1000,Outdoor,Clay,2nd Round,3.0,Dzumhur D.,Baez S.,63.0,33.0,3.87,1.26,1
25,Madrid,Mutua Madrid Open,2025-04-26,Masters 1000,Outdoor,Clay,2nd Round,3.0,Etcheverry T.,Musetti L.,51.0,11.0,2.81,1.45,0
25,Madrid,Mutua Madrid Open,2025-04-26,Masters 1000,Outdoor,Clay,2nd Round,3.0,Nishikori K.,Shapovalov D.,64.0,30.0,2.12,1.74,0
25,Madrid,Mutua Madrid Open,2025-04-26,Masters 1000,Outdoor,Clay,2nd Round,3.0,Djokovic N.,Arnaldi M.,5.0,44.0,1.3,3.58,0
25,Madrid,Mutua Madrid Open,2025-04-26,Masters 1000,Outdoor,Clay,2nd Round,3.0,Jarry N.,Dimitrov G.,57.0,16.0,2.39,1.59,0
25,Madrid,Mutua Madrid Open,2025-04-27,Masters 1000,Outdoor,Clay,3rd Round,3.0,Nakashima B.,Cobolli F.,32.0,36.0,2.44,1.57,1
25,Madrid,Mutua Madrid Open,2025-04-27,Masters 1000,Outdoor,Clay,3rd Round,3.0,Bublik A.,Rublev A.,75.0,8.0,3.72,1.29,1
25,Madrid,Mutua Madrid Open,2025-04-27,Masters 1000,Outdoor,Clay,3rd Round,3.0,Zverev A.,Davidovich Fokina A.,2.0,29.0,1.33,3.35,1
25,Madrid,Mutua Madrid Open,2025-04-27,Masters 1000,Outdoor,Clay,3rd Round,3.0,Cerundolo J.M.,Medvedev D.,126.0,10.0,3.35,1.33,0
25,Madrid,Mutua Madrid Open,2025-04-27,Masters 1000,Outdoor,Clay,3rd Round,3.0,Mensik J.,Shelton B.,23.0,13.0,1.67,2.21,1
25,Madrid,Mutua Madrid Open,2025-04-27,Masters 1000,Outdoor,Clay,3rd Round,3.0,Cerundolo F.,Comesana F.,21.0,70.0,1.27,3.87,1
25,Madrid,Mutua Madrid Open,2025-04-27,Masters 1000,Outdoor,Clay,3rd Round,3.0,Korda S.,Ruud C.,24.0,15.0,3.0,1.4,0
25,Madrid,Mutua Madrid Open,2025-04-28,Masters 1000,Outdoor,Clay,3rd Round,3.0,Dzumhur D.,Arnaldi M.,63.0,44.0,3.04,1.39,0
25,Madrid,Mutua Madrid Open,2025-04-29,Masters 1000,Outdoor,Clay,4th Round,3.0,Nakashima B.,Medvedev D.,32.0,10.0,3.16,1.36,0
25,Madrid,Mutua Madrid Open,2025-04-29,Masters 1000,Outdoor,Clay,3rd Round,3.0,De Minaur A.,Shapovalov D.,7.0,30.0,1.23,4.24,1
25,Madrid,Mutua Madrid Open,2025-04-29,Masters 1000,Outdoor,Clay,3rd Round,3.0,Khachanov K.,Paul T.,25.0,12.0,2.18,1.69,0
25,Madrid,Mutua Madrid Open,2025-04-29,Masters 1000,Outdoor,Clay,3rd Round,3.0,Tiafoe F.,Muller A.,17.0,39.0,1.65,2.26,1
25,Madrid,Mutua Madrid Open,2025-04-29,Masters 1000,Outdoor,Clay,3rd Round,3.0,Diallo G.,Norrie C.,78.0,91.0,2.0,1.83,1
25,Madrid,Mutua Madrid Open,2025-04-29,Masters 1000,Outdoor,Clay,3rd Round,3.0,Dimitrov G.,Fearnley J.,16.0,68.0,1.32,3.4,1
25,Madrid,Mutua Madrid Open,2025-04-29,Masters 1000,Outdoor,Clay,3rd Round,3.0,Tsitsipas S.,Musetti L.,18.0,11.0,1.82,2.01,0
25,Madrid,Mutua Madrid Open,2025-04-29,Masters 1000,Outdoor,Clay,4th Round,3.0,Bublik A.,Mensik J.,75.0,23.0,3.36,1.33,0
25,Madrid,Mutua Madrid Open,2025-04-29,Masters 1000,Outdoor,Clay,4th Round,3.0,Cerundolo F.,Zverev A.,21.0,2.0,2.64,1.5,1
25,Madrid,Mutua Madrid Open,2025-04-29,Masters 1000,Outdoor,Clay,4th Round,3.0,Ruud C.,Fritz T.,15.0,4.0,1.7,2.18,1
25,Madrid,Mutua Madrid Open,2025-04-30,Masters 1000,Outdoor,Clay,4th Round,3.0,Diallo G.,Dimitrov G.,78.0,16.0,3.19,1.36,1
25,Madrid,Mutua Madrid Open,2025-04-30,Masters 1000,Outdoor,Clay,4th Round,3.0,Draper J.,Paul T.,6.0,12.0,1.54,2.49,1
25,Madrid,Mutua Madrid Open,2025-04-30,Masters 1000,Outdoor,Clay,4th Round,3.0,De Minaur A.,Musetti L.,7.0,11.0,1.67,2.22,0
25,Madrid,Mutua Madrid Open,2025-04-30,Masters 1000,Outdoor,Clay,4th Round,3.0,Tiafoe F.,Arnaldi M.,17.0,44.0,2.1,1.75,0
25,Madrid,Mutua Madrid Open,2025-05-01,Masters 1000,Outdoor,Clay,Quarterfinals,3.0,Musetti L.,Diallo G.,11.0,78.0,1.21,4.59,1
25,Madrid,Mutua Madrid Open,2025-05-01,Masters 1000,Outdoor,Clay,Quarterfinals,3.0,Medvedev D.,Ruud C.,10.0,15.0,2.58,1.51,0
25,Madrid,Mutua Madrid Open,2025-05-01,Masters 1000,Outdoor,Clay,Quarterfinals,3.0,Cerundolo F.,Mensik J.,21.0,23.0,1.68,2.2,1
25,Madrid,Mutua Madrid Open,2025-05-01,Masters 1000,Outdoor,Clay,Quarterfinals,3.0,Draper J.,Arnaldi M.,6.0,44.0,1.28,3.71,1
25,Madrid,Mutua Madrid Open,2025-05-02,Masters 1000,Outdoor,Clay,Semifinals,3.0,Musetti L.,Draper J.,11.0,6.0,2.49,1.54,0
25,Madrid,Mutua Madrid Open,2025-05-02,Masters 1000,Outdoor,Clay,Semifinals,3.0,Ruud C.,Cerundolo F.,15.0,21.0,1.85,1.99,1
25,Madrid,Mutua Madrid Open,2025-05-03,Masters 1000,Outdoor,Clay,The Final,3.0,Draper J.,Ruud C.,6.0,15.0,1.42,2.9,0
26,Rome,Internazionali BNL d'Italia,2025-05-07,Masters 1000,Outdoor,Clay,1st Round,3.0,Darderi L.,Bu Y.,46.0,73.0,1.36,3.18,1
26,Rome,Internazionali BNL d'Italia,2025-05-07,Masters 1000,Outdoor,Clay,1st Round,3.0,Gaubas V.,Dzumhur D.,154.0,69.0,1.87,1.94,1
26,Rome,Internazionali BNL d'Italia,2025-05-07,Masters 1000,Outdoor,Clay,1st Round,3.0,Djere L.,Etcheverry T.,64.0,51.0,1.84,1.98,1
26,Rome,Internazionali BNL d'Italia,2025-05-07,Masters 1000,Outdoor,Clay,1st Round,3.0,Medjedovic H.,Virtanen O.,72.0,130.0,1.23,4.13,0
26,Rome,Internazionali BNL d'Italia,2025-05-07,Masters 1000,Outdoor,Clay,1st Round,3.0,Tseng C.H.,Passaro F.,102.0,101.0,1.53,2.53,0
26,Rome,Internazionali BNL d'Italia,2025-05-07,Masters 1000,Outdoor,Clay,1st Round,3.0,Norrie C.,O Connell C.,91.0,81.0,1.58,2.39,1
26,Rome,Internazionali BNL d'Italia,2025-05-07,Masters 1000,Outdoor,Clay,1st Round,3.0,Nishioka Y.,Lajovic D.,74.0,131.0,4.1,1.24,0
26,Rome,Internazionali BNL d'Italia,2025-05-07,Masters 1000,Outdoor,Clay,1st Round,3.0,Halys Q.,Kopriva V.,52.0,92.0,2.62,1.5,0
26,Rome,Internazionali BNL d'Italia,2025-05-07,Masters 1000,Outdoor,Clay,1st Round,3.0,Sonego L.,Burruchaga R.,44.0,135.0,1.56,2.44,0
26,Rome,Internazionali BNL d'Italia,2025-05-07,Masters 1000,Outdoor,Clay,1st Round,3.0,Kecmanovic M.,Griekspoor T.,47.0,35.0,2.34,1.6,0
26,Rome,Internazionali BNL d'Italia,2025-05-07,Masters 1000,Outdoor,Clay,1st Round,3.0,Taberner C.,Kovacevic A.,139.0,80.0,1.58,2.41,1
26,Rome,Internazionali BNL d'Italia,2025-05-07,Masters 1000,Outdoor,Clay,1st Round,3.0,Carreno Busta P.,Ugo Carabelli C.,98.0,60.0,1.84,1.98,0
26,Rome,Internazionali BNL d'Italia,2025-05-07,Masters 1000,Outdoor,Clay,1st Round,3.0,Thompson J.,Mpetshi G.,41.0,36.0,1.65,2.25,1
26,Rome,Internazionali BNL d'Italia,2025-05-07,Masters 1000,Outdoor,Clay,1st Round,3.0,Lehecka J.,Muller A.,38.0,39.0,1.52,2.57,0
26,Rome,Internazionali BNL d'Italia,2025-05-07,Masters 1000,Outdoor,Clay,1st Round,3.0,Moutet C.,Hijikata R.,83.0,82.0,1.28,3.77,1
26,Rome,Internazionali BNL d'Italia,2025-05-07,Masters 1000,Outdoor,Clay,1st Round,3.0,Comesana F.,Altmaier D.,63.0,71.0,1.71,2.15,1
26,Rome,Internazionali BNL d'Italia,2025-05-08,Masters 1000,Outdoor,Clay,1st Round,3.0,Nardi L.,Cobolli F.,95.0,34.0,3.1,1.38,1
26,Rome,Internazionali BNL d'Italia,2025-05-08,Masters 1000,Outdoor,Clay,1st Round,3.0,Fognini F.,Fearnley J.,107.0,57.0,2.88,1.43,0
26,Rome,Internazionali BNL d'Italia,2025-05-08,Masters 1000,Outdoor,Clay,1st Round,3.0,Bublik A.,Safiullin R.,76.0,77.0,1.89,1.94,1
26,Rome,Internazionali BNL d'Italia,2025-05-08,Masters 1000,Outdoor,Clay,1st Round,3.0,Giron M.,Diallo G.,45.0,54.0,2.49,1.56,1
26,Rome,Internazionali BNL d'Italia,2025-05-08,Masters 1000,Outdoor,Clay,1st Round,3.0,Gigante M.,Rinderknech A.,164.0,75.0,1.72,2.13,1
26,Rome,Internazionali BNL d'Italia,2025-05-08,Masters 1000,Outdoor,Clay,1st Round,3.0,Tien L.,Opelka R.,70.0,94.0,1.91,1.91,1
26,Rome,Internazionali BNL d'Italia,2025-05-08,Masters 1000,Outdoor,Clay,1st Round,3.0,Munar J.,Barrios M.,66.0,118.0,1.57,2.4,1
26,Rome,Internazionali BNL d'Italia,2025-05-08,Masters 1000,Outdoor,Clay,1st Round,3.0,Bellucci M.,Martinez P.,68.0,49.0,2.26,1.64,0
26,Rome,Internazionali BNL d'Italia,2025-05-08,Masters 1000,Outdoor,Clay,1st Round,3.0,Marozsan F.,Fonseca J.,61.0,65.0,3.03,1.39,1
26,Rome,Internazionali BNL d'Italia,2025-05-08,Masters 1000,Outdoor,Clay,1st Round,3.0,Cina F.,Navone M.,323.0,99.0,4.68,1.2,0
26,Rome,Internazionali BNL d'Italia,2025-05-08,Masters 1000,Outdoor,Clay,1st Round,3.0,Vukic A.,Moreno De Alboran N.,79.0,149.0,2.15,1.71,1
26,Rome,Internazionali BNL d'Italia,2025-05-08,Masters 1000,Outdoor,Clay,1st Round,3.0,Gaston H.,Jarry N.,78.0,53.0,2.44,1.56,0
26,Rome,Internazionali BNL d'Italia,2025-05-08,Masters 1000,Outdoor,Clay,1st Round,3.0,Bautista Agut R.,Arnaldi M.,56.0,37.0,3.94,1.25,1
26,Rome,Internazionali BNL d'Italia,2025-05-08,Masters 1000,Outdoor,Clay,1st Round,3.0,De Jong J.,Shevchenko A.,93.0,97.0,1.57,2.39,1
26,Rome,Internazionali BNL d'Italia,2025-05-08,Masters 1000,Outdoor,Clay,1st Round,3.0,Seyboth Wild T.,Borges N.,120.0,40.0,2.1,1.75,1
26,Rome,Internazionali BNL d'Italia,2025-05-09,Masters 1000,Outdoor,Clay,2nd Round,3.0,Ugo Carabelli C.,Zverev A.,60.0,2.0,8.03,1.09,0
26,Rome,Internazionali BNL d'Italia,2025-05-09,Masters 1000,Outdoor,Clay,2nd Round,3.0,Medvedev D.,Norrie C.,11.0,91.0,1.3,3.55,1
26,Rome,Internazionali BNL d'Italia,2025-05-09,Masters 1000,Outdoor,Clay,2nd Round,3.0,Darderi L.,Draper J.,46.0,5.0,4.0,1.25,0
26,Rome,Internazionali BNL d'Italia,2025-05-09,Masters 1000,Outdoor,Clay,2nd Round,3.0,Comesana F.,Rune H.,63.0,10.0,3.29,1.35,0
26,Rome,Internazionali BNL d'Italia,2025-05-09,Masters 1000,Outdoor,Clay,2nd Round,3.0,Gaubas V.,Shapovalov D.,154.0,28.0,2.72,1.47,1
26,Rome,Internazionali BNL d'Italia,2025-05-09,Masters 1000,Outdoor,Clay,2nd Round,3.0,Baez S.,Kopriva V.,33.0,92.0,1.45,2.77,0
26,Rome,Internazionali BNL d'Italia,2025-05-09,Masters 1000,Outdoor,Clay,2nd Round,3.0,Musetti L.,Virtanen O.,9.0,130.0,1.07,8.76,1
26,Rome,Internazionali BNL d'Italia,2025-05-09,Masters 1000,Outdoor,Clay,2nd Round,3.0,Dimitrov G.,Passaro F.,15.0,101.0,1.25,3.92,0
26,Rome,Internazionali BNL d'Italia,2025-05-09,Masters 1000,Outdoor,Clay,2nd Round,3.0,Tsitsipas S.,Muller A.,19.0,39.0,1.27,3.83,1
26,Rome,Internazionali BNL d'Italia,2025-05-09,Masters 1000,Outdoor,Clay,2nd Round,3.0,Lajovic D.,Alcaraz C.,131.0,3.0,11.32,1.05,0
26,Rome,Internazionali BNL d'Italia,2025-05-09,Masters 1000,Outdoor,Clay,2nd Round,3.0,Taberner C.,Popyrin A.,139.0,25.0,2.68,1.48,0
26,Rome,Internazionali BNL d'Italia,2025-05-09,Masters 1000,Outdoor,Clay,2nd Round,3.0,Fils A.,Griekspoor T.,14.0,35.0,1.49,2.63,1
26,Rome,Internazionali BNL d'Italia,2025-05-09,Masters 1000,Outdoor,Clay,2nd Round,3.0,Burruchaga R.,Khachanov K.,135.0,24.0,3.58,1.29,0
26,Rome,Internazionali BNL d'Italia,2025-05-09,Masters 1000,Outdoor,Clay,2nd Round,3.0,Djere L.,Michelsen A.,64.0,32.0,1.44,2.83,1
26,Rome,Internazionali BNL d'Italia,2025-05-10,Masters 1000,Outdoor,Clay,2nd Round,3.0,De Minaur A.,Nardi L.,8.0,95.0,1.1,7.41,1
26,Rome,Internazionali BNL d'Italia,2025-05-10,Masters 1000,Outdoor,Clay,2nd Round,3.0,Sinner J.,Navone M.,1.0,99.0,1.08,8.27,1
26,Rome,Internazionali BNL d'Italia,2025-05-10,Masters 1000,Outdoor,Clay,2nd Round,3.0,Dellien H.,Seyboth Wild T.,103.0,120.0,2.57,1.52,1
26,Rome,Internazionali BNL d'Italia,2025-05-10,Masters 1000,Outdoor,Clay,2nd Round,3.0,Cerundolo F.,Jarry N.,18.0,53.0,1.2,4.6,1
26,Rome,Internazionali BNL d'Italia,2025-05-10,Masters 1000,Outdoor,Clay,2nd Round,3.0,Gigante M.,Mensik J.,164.0,21.0,4.41,1.21,0
26,Rome,Internazionali BNL d'Italia,2025-05-10,Masters 1000,Outdoor,Clay,2nd Round,3.0,Davidovich Fokina A.,De Jong J.,26.0,93.0,1.3,3.57,0
26,Rome,Internazionali BNL d'Italia,2025-05-10,Masters 1000,Outdoor,Clay,2nd Round,3.0,Giron M.,Fritz T.,45.0,4.0,5.73,1.14,1
26,Rome,Internazionali BNL d'Italia,2025-05-10,Masters 1000,Outdoor,Clay,2nd Round,3.0,Bublik A.,Ruud C.,76.0,7.0,4.99,1.18,0
26,Rome,Internazionali BNL d'Italia,2025-05-10,Masters 1000,Outdoor,Clay,2nd Round,3.0,Shelton B.,Munar J.,13.0,66.0,1.73,2.1,0
26,Rome,Internazionali BNL d'Italia,2025-05-10,Masters 1000,Outdoor,Clay,2nd Round,3.0,Korda S.,Vukic A.,23.0,79.0,1.34,3.31,1
26,Rome,Internazionali BNL d'Italia,2025-05-10,Masters 1000,Outdoor,Clay,2nd Round,3.0,Machac T.,Tien L.,20.0,70.0,1.31,3.55,1
26,Rome,Internazionali BNL d'Italia,2025-05-10,Masters 1000,Outdoor,Clay,2nd Round,3.0,Tiafoe F.,Ofner S.,16.0,143.0,1.66,2.26,0
26,Rome,Internazionali BNL d'Italia,2025-05-10,Masters 1000,Outdoor,Clay,2nd Round,3.0,Marozsan F.,Rublev A.,61.0,17.0,2.14,1.73,1
26,Rome,Internazionali BNL d'Italia,2025-05-10,Masters 1000,Outdoor,Clay,2nd Round,3.0,Berrettini M.,Fearnley J.,30.0,57.0,1.32,3.45,1
26,Rome,Internazionali BNL d'Italia,2025-05-10,Masters 1000,Outdoor,Clay,2nd Round,3.0,Bautista Agut R.,Paul T.,56.0,12.0,4.29,1.23,0
26,Rome,Internazionali BNL d'Italia,2025-05-10,Masters 1000,Outdoor,Clay,2nd Round,3.0,Martinez P.,Hurkacz H.,49.0,31.0,2.29,1.63,0
26,Rome,Internazionali BNL d'Italia,2025-05-11,Masters 1000,Outdoor,Clay,3rd Round,3.0,Djere L.,Alcaraz C.,64.0,3.0,8.18,1.08,0
26,Rome,Internazionali BNL d'Italia,2025-05-11,Masters 1000,Outdoor,Clay,3rd Round,3.0,Khachanov K.,Passaro F.,24.0,101.0,1.42,2.86,1
26,Rome,Internazionali BNL d'Italia,2025-05-11,Masters 1000,Outdoor,Clay,3rd Round,3.0,Kopriva V.,Draper J.,92.0,5.0,6.93,1.11,0
26,Rome,Internazionali BNL d'Italia,2025-05-11,Masters 1000,Outdoor,Clay,3rd Round,3.0,Musetti L.,Nakashima B.,9.0,29.0,1.17,5.15,1
26,Rome,Internazionali BNL d'Italia,2025-05-11,Masters 1000,Outdoor,Clay,3rd Round,3.0,Zverev A.,Gaubas V.,2.0,154.0,1.05,10.75,1
26,Rome,Internazionali BNL d'Italia,2025-05-11,Masters 1000,Outdoor,Clay,3rd Round,3.0,Tsitsipas S.,Fils A.,19.0,14.0,2.16,1.7,0
26,Rome,Internazionali BNL d'Italia,2025-05-11,Masters 1000,Outdoor,Clay,3rd Round,3.0,Medvedev D.,Popyrin A.,11.0,25.0,1.38,3.09,1
26,Rome,Internazionali BNL d'Italia,2025-05-11,Masters 1000,Outdoor,Clay,3rd Round,3.0,Moutet C.,Rune H.,83.0,10.0,4.67,1.2,1
26,Rome,Internazionali BNL d'Italia,2025-05-12,Masters 1000,Outdoor,Clay,3rd Round,3.0,Machac T.,Paul T.,20.0,12.0,2.21,1.67,0
26,Rome,Internazionali BNL d'Italia,2025-05-12,Masters 1000,Outdoor,Clay,3rd Round,3.0,De Minaur A.,Dellien H.,8.0,103.0,1.04,11.6,1
26,Rome,Internazionali BNL d'Italia,2025-05-12,Masters 1000,Outdoor,Clay,3rd Round,3.0,Marozsan F.,Mensik J.,61.0,21.0,2.19,1.69,0
26,Rome,Internazionali BNL d'Italia,2025-05-12,Masters 1000,Outdoor,Clay,3rd Round,3.0,Giron M.,Hurkacz H.,45.0,31.0,2.69,1.47,0
26,Rome,Internazionali BNL d'Italia,2025-05-12,Masters 1000,Outdoor,Clay,3rd Round,3.0,Ofner S.,Cerundolo F.,143.0,18.0,5.51,1.15,0
26,Rome,Internazionali BNL d'Italia,2025-05-12,Masters 1000,Outdoor,Clay,3rd Round,3.0,Sinner J.,De Jong J.,1.0,93.0,1.04,11.94,1
26,Rome,Internazionali BNL d'Italia,2025-05-12,Masters 1000,Outdoor,Clay,3rd Round,3.0,Korda S.,Munar J.,23.0,66.0,1.72,2.14,0
26,Rome,Internazionali BNL d'Italia,2025-05-13,Masters 1000,Outdoor,Clay,4th Round,3.0,Paul T.,De Minaur A.,12.0,8.0,2.61,1.5,1
26,Rome,Internazionali BNL d'Italia,2025-05-13,Masters 1000,Outdoor,Clay,4th Round,3.0,Sinner J.,Cerundolo F.,1.0,18.0,1.26,3.81,1
26,Rome,Internazionali BNL d'Italia,2025-05-13,Masters 1000,Outdoor,Clay,4th Round,3.0,Zverev A.,Fils A.,2.0,14.0,1.56,2.45,1
26,Rome,Internazionali BNL d'Italia,2025-05-13,Masters 1000,Outdoor,Clay,4th Round,3.0,Medvedev D.,Musetti L.,11.0,9.0,2.57,1.52,0
26,Rome,Internazionali BNL d'Italia,2025-05-13,Masters 1000,Outdoor,Clay,4th Round,3.0,Khachanov K.,Alcaraz C.,24.0,3.0,8.32,1.08,0
26,Rome,Internazionali BNL d'Italia,2025-05-13,Masters 1000,Outdoor,Clay,4th Round,3.0,Moutet C.,Draper J.,83.0,5.0,6.94,1.11,0
26,Rome,Internazionali BNL d'Italia,2025-05-13,Masters 1000,Outdoor,Clay,4th Round,3.0,Hurkacz H.,Mensik J.,31.0,21.0,2.94,1.41,1
26,Rome,Internazionali BNL d'Italia,2025-05-14,Masters 1000,Outdoor,Clay,Quarterfinals,3.0,Alcaraz C.,Draper J.,3.0,5.0,1.35,3.29,1
26,Rome,Internazionali BNL d'Italia,2025-05-14,Masters 1000,Outdoor,Clay,4th Round,3.0,Munar J.,Ruud C.,66.0,7.0,4.52,1.2,0
26,Rome,Internazionali BNL d'Italia,2025-05-14,Masters 1000,Outdoor,Clay,Quarterfinals,3.0,Zverev A.,Musetti L.,2.0,9.0,1.61,2.34,0
26,Rome,Internazionali BNL d'Italia,2025-05-15,Masters 1000,Outdoor,Clay,Quarterfinals,3.0,Hurkacz H.,Paul T.,31.0,12.0,3.02,1.4,0
26,Rome,Internazionali BNL d'Italia,2025-05-15,Masters 1000,Outdoor,Clay,Quarterfinals,3.0,Sinner J.,Ruud C.,1.0,7.0,1.27,3.9,1
